F_NODE,jam_value0,jam_value1,jam_value2,jam_value3,jam_value4,total_jam,start_lat,start_lon,start_name
1830000100,0.0,0.0,0.0,0.0,0.0,0.0,36.20002771256179,127.45066285587228,추부터널
1830000101,0.0,0.0,0.0,0.0,0.0,0.0,36.20108249413104,127.44872204300812,속성변화점
1830001400,5.0,5.0,5.0,5.0,5.0,20.0,36.272483212975395,127.47251444888428,구도교
1830001400,5.0,5.0,5.0,5.0,5.0,20.0,36.272483212975395,127.47251444888428,구도교
1830001401,5.0,5.0,5.0,5.0,5.0,20.0,36.274355025773076,127.46598444918541,낭월다리교
1830001402,10.0,10.0,10.0,10.0,10.0,40.0,36.27588727524967,127.46447032469388,낭월다리교
1830001402,10.0,10.0,10.0,10.0,10.0,40.0,36.27588727524967,127.46447032469388,낭월다리교
1830001403,10.0,10.0,10.0,10.0,10.0,40.0,36.27709640004327,127.46402107497005,기독교대한성결교회산내교회
1830001403,10.0,10.0,10.0,10.0,10.0,40.0,36.27709640004327,127.46402107497005,기독교대한성결교회산내교회
1830001403,10.0,10.0,10.0,10.0,10.0,40.0,36.27709640004327,127.46402107497005,기독교대한성결교회산내교회
1830001800,10.0,10.0,10.0,10.0,15.0,45.0,36.28943046357221,127.46334082549757,대별삼거리
1830001800,10.0,10.0,10.0,10.0,15.0,45.0,36.28943046357221,127.46334082549757,대별삼거리
1830001801,0.0,5.0,0.0,5.0,5.0,15.0,36.285974400149826,127.46525145024646,속성변화점
1830001802,5.0,5.0,5.0,0.0,5.0,15.0,36.283875898135854,127.46618006489064,낭월동673
1830001802,5.0,5.0,5.0,0.0,5.0,15.0,36.283875898135854,127.46618006489064,낭월동673
1830001803,5.0,5.0,5.0,5.0,5.0,20.0,36.280030462057695,127.46826004322676,벧엘복음교회
1830001804,0.0,0.0,0.0,0.0,0.0,0.0,36.27608239982171,127.47031854366087,산내농원
1830001805,0.0,0.0,0.0,0.0,0.0,0.0,36.27366364990645,127.4732619177308,속성변화점
1830001805,0.0,0.0,0.0,0.0,0.0,0.0,36.27366364990645,127.4732619177308,속성변화점
1830001806,10.0,10.0,10.0,10.0,10.0,40.0,36.283804056709535,127.4640176063226,대신택배한밭물류영업소
1830001806,10.0,10.0,10.0,10.0,10.0,40.0,36.283804056709535,127.4640176063226,대신택배한밭물류영업소
1830001806,10.0,10.0,10.0,10.0,10.0,40.0,36.283804056709535,127.4640176063226,대신택배한밭물류영업소
1830001807,15.0,15.0,15.0,20.0,15.0,65.0,36.27969855639929,127.46412282492216,법인세종육가공
1830001807,15.0,15.0,15.0,20.0,15.0,65.0,36.27969855639929,127.46412282492216,법인세종육가공
1830001807,15.0,15.0,15.0,20.0,15.0,65.0,36.27969855639929,127.46412282492216,법인세종육가공
1830001900,10.0,10.0,10.0,15.0,10.0,45.0,36.29004852625464,127.46311676227673,대벌교
1830001900,10.0,10.0,10.0,15.0,10.0,45.0,36.29004852625464,127.46311676227673,대벌교
1830001900,10.0,10.0,10.0,15.0,10.0,45.0,36.29004852625464,127.46311676227673,대벌교
1830002000,5.0,5.0,5.0,5.0,5.0,20.0,36.295819650381056,127.46059976232408,대성동삼거리
1830002001,0.0,0.0,0.0,0.0,0.0,0.0,36.29947077542772,127.45808210645134,산동만두
1830002100,5.0,10.0,10.0,10.0,10.0,40.0,36.30843443168921,127.45041994986806,천동주공APT삼거리
1830002100,5.0,10.0,10.0,10.0,10.0,40.0,36.30843443168921,127.45041994986806,천동주공APT삼거리
1830002101,5.0,10.0,5.0,5.0,10.0,30.0,36.30582549449323,127.45228860626837,꼬망세어린이집
1830002101,5.0,10.0,5.0,5.0,10.0,30.0,36.30582549449323,127.45228860626837,꼬망세어린이집
1830002102,5.0,5.0,0.0,0.0,5.0,10.0,36.30459630738101,127.45352804374302,가오동네거리
1830002102,5.0,5.0,0.0,0.0,5.0,10.0,36.30459630738101,127.45352804374302,가오동네거리
1830002300,10.0,10.0,10.0,10.0,10.0,40.0,36.31527896330306,127.44038173093351,효동네거리
1830002300,10.0,10.0,10.0,10.0,10.0,40.0,36.31527896330306,127.44038173093351,효동네거리
1830002300,10.0,10.0,10.0,10.0,10.0,40.0,36.31527896330306,127.44038173093351,효동네거리
1830002301,5.0,10.0,10.0,10.0,10.0,40.0,36.31275246249753,127.44137560579235,대전국악방송
1830002301,5.0,10.0,10.0,10.0,10.0,40.0,36.31275246249753,127.44137560579235,대전국악방송
1830002301,5.0,10.0,10.0,10.0,10.0,40.0,36.31275246249753,127.44137560579235,대전국악방송
1830002302,0.0,5.0,5.0,5.0,5.0,20.0,36.311712087870944,127.443073823888,천석교
1830002303,5.0,5.0,5.0,5.0,5.0,20.0,36.31806261928936,127.44217038740604,GS25효동스타점
1830002303,5.0,5.0,5.0,5.0,5.0,20.0,36.31806261928936,127.44217038740604,GS25효동스타점
1830002400,5.0,5.0,5.0,5.0,5.0,20.0,36.31698240018108,127.45630704311394,판암역네거리
1830002401,0.0,5.0,5.0,0.0,5.0,15.0,36.3159183694252,127.45637779404016,천사유치원
1830002500,30.0,30.0,30.0,30.0,30.0,120.0,36.31717718162463,127.47116554373379,판암IC
1830002500,30.0,30.0,30.0,30.0,30.0,120.0,36.31717718162463,127.47116554373379,판암IC
1830002500,30.0,30.0,30.0,30.0,30.0,120.0,36.31717718162463,127.47116554373379,판암IC
1830002600,15.0,20.0,20.0,20.0,20.0,80.0,36.31737799418142,127.46021195020576,판암초교입구삼거리
1830002600,15.0,20.0,20.0,20.0,20.0,80.0,36.31737799418142,127.46021195020576,판암초교입구삼거리
1830002601,5.0,10.0,10.0,10.0,10.0,40.0,36.31717608860126,127.45983879332464,판암역1번출구
1830002700,20.0,20.0,20.0,20.0,20.0,80.0,36.317703900793255,127.46975588649799,판암TG
1830002700,20.0,20.0,20.0,20.0,20.0,80.0,36.317703900793255,127.46975588649799,판암TG
1830002800,15.0,15.0,15.0,15.0,15.0,60.0,36.318320650173156,127.46233701225769,판암네거리
1830002800,15.0,15.0,15.0,15.0,15.0,60.0,36.318320650173156,127.46233701225769,판암네거리
1830002900,15.0,15.0,15.0,15.0,15.0,60.0,36.3184925874958,127.46374660681032,판암지구대
1830002900,15.0,15.0,15.0,15.0,15.0,60.0,36.3184925874958,127.46374660681032,판암지구대
1830002900,15.0,15.0,15.0,15.0,15.0,60.0,36.3184925874958,127.46374660681032,판암지구대
1830003000,15.0,15.0,15.0,15.0,15.0,60.0,36.318607056082286,127.46652085596094,판암지구대
1830003000,15.0,15.0,15.0,15.0,15.0,60.0,36.318607056082286,127.46652085596094,판암지구대
1830003000,15.0,15.0,15.0,15.0,15.0,60.0,36.318607056082286,127.46652085596094,판암지구대
1830003002,15.0,15.0,15.0,15.0,15.0,60.0,36.318647337359465,127.46734019971822,한국도로공사판암영업소
1830003002,15.0,15.0,15.0,15.0,15.0,60.0,36.318647337359465,127.46734019971822,한국도로공사판암영업소
1830003002,15.0,15.0,15.0,15.0,15.0,60.0,36.318647337359465,127.46734019971822,한국도로공사판암영업소
1830003200,10.0,10.0,10.0,10.0,10.0,40.0,36.31964908849235,127.47375513717388,판암IC
1830003200,10.0,10.0,10.0,10.0,10.0,40.0,36.31964908849235,127.47375513717388,판암IC
1830003200,10.0,10.0,10.0,10.0,10.0,40.0,36.31964908849235,127.47375513717388,판암IC
1830003300,15.0,10.0,15.0,15.0,15.0,55.0,36.32132168099489,127.43661257533992,보문교
1830003300,15.0,10.0,15.0,15.0,15.0,55.0,36.32132168099489,127.43661257533992,보문교
1830003400,20.0,20.0,20.0,20.0,20.0,80.0,36.32170015015436,127.44444523090164,제2치수교앞네거리
1830003400,20.0,20.0,20.0,20.0,20.0,80.0,36.32170015015436,127.44444523090164,제2치수교앞네거리
1830003400,20.0,20.0,20.0,20.0,20.0,80.0,36.32170015015436,127.44444523090164,제2치수교앞네거리
1830003500,20.0,20.0,20.0,20.0,20.0,80.0,36.3217044620919,127.43787944959958,인동네거리
1830003500,20.0,20.0,20.0,20.0,20.0,80.0,36.3217044620919,127.43787944959958,인동네거리
1830003700,25.0,25.0,25.0,25.0,25.0,100.0,36.32272721283289,127.44212035532207,제1치수교앞네거리
1830003700,25.0,25.0,25.0,25.0,25.0,100.0,36.32272721283289,127.44212035532207,제1치수교앞네거리
1830003700,25.0,25.0,25.0,25.0,25.0,100.0,36.32272721283289,127.44212035532207,제1치수교앞네거리
1830003800,15.0,15.0,15.0,15.0,15.0,60.0,36.32407624444571,127.44593476209499,신흥삼거리
1830003800,15.0,15.0,15.0,15.0,15.0,60.0,36.32407624444571,127.44593476209499,신흥삼거리
1830003800,15.0,15.0,15.0,15.0,15.0,60.0,36.32407624444571,127.44593476209499,신흥삼거리
1830003900,15.0,10.0,15.0,15.0,10.0,50.0,36.3265825878543,127.4445993248832,충남중네거리
1830003900,15.0,10.0,15.0,15.0,10.0,50.0,36.3265825878543,127.4445993248832,충남중네거리
1830003900,15.0,10.0,15.0,15.0,10.0,50.0,36.3265825878543,127.4445993248832,충남중네거리
1830003901,5.0,10.0,15.0,15.0,15.0,55.0,36.327339744077385,127.44418301234886,대동지하차도
1830003901,5.0,10.0,15.0,15.0,15.0,55.0,36.327339744077385,127.44418301234886,대동지하차도
1830003901,5.0,10.0,15.0,15.0,15.0,55.0,36.327339744077385,127.44418301234886,대동지하차도
1830004000,20.0,25.0,25.0,20.0,20.0,90.0,36.32934111919021,127.44304791867037,대동역오거리
1830004000,20.0,25.0,25.0,20.0,20.0,90.0,36.32934111919021,127.44304791867037,대동역오거리
1830004000,20.0,25.0,25.0,20.0,20.0,90.0,36.32934111919021,127.44304791867037,대동역오거리
1830004000,20.0,25.0,25.0,20.0,20.0,90.0,36.32934111919021,127.44304791867037,대동역오거리
1830004000,20.0,25.0,25.0,20.0,20.0,90.0,36.32934111919021,127.44304791867037,대동역오거리
1830004001,10.0,15.0,10.0,10.0,10.0,45.0,36.33054661903674,127.44160648093285,대동지하차도
1830004001,10.0,15.0,10.0,10.0,10.0,45.0,36.33054661903674,127.44160648093285,대동지하차도
1830004001,10.0,15.0,10.0,10.0,10.0,45.0,36.33054661903674,127.44160648093285,대동지하차도
1830004100,0.0,0.0,0.0,5.0,5.0,10.0,36.33262218134854,127.47762241856786,비룡삼거리
1830004100,0.0,0.0,0.0,5.0,5.0,10.0,36.33262218134854,127.47762241856786,비룡삼거리
1830004100,0.0,0.0,0.0,5.0,5.0,10.0,36.33262218134854,127.47762241856786,비룡삼거리
1830004102,0.0,0.0,0.0,0.0,0.0,0.0,36.33337699385449,127.47872007417841,식장산삼거리
1830004102,0.0,0.0,0.0,0.0,0.0,0.0,36.33337699385449,127.47872007417841,식장산삼거리
1830004102,0.0,0.0,0.0,0.0,0.0,0.0,36.33337699385449,127.47872007417841,식장산삼거리
1830004104,0.0,0.0,0.0,0.0,0.0,0.0,36.33547115896272,127.4846678424029,세천동179-12
1830004104,0.0,0.0,0.0,0.0,0.0,0.0,36.33547115896272,127.4846678424029,세천동179-12
1830004104,0.0,0.0,0.0,0.0,0.0,0.0,36.33547115896272,127.4846678424029,세천동179-12
1830004200,10.0,15.0,10.0,10.0,10.0,45.0,36.33363355639725,127.43962676306074,대전역동광장입구삼거리
1830004200,10.0,15.0,10.0,10.0,10.0,45.0,36.33363355639725,127.43962676306074,대전역동광장입구삼거리
1830004200,10.0,15.0,10.0,10.0,10.0,45.0,36.33363355639725,127.43962676306074,대전역동광장입구삼거리
1830004300,5.0,5.0,5.0,5.0,5.0,20.0,36.3366043070586,127.43886435652223,대성여상삼거리
1830004300,5.0,5.0,5.0,5.0,5.0,20.0,36.3366043070586,127.43886435652223,대성여상삼거리
1830004400,5.0,5.0,5.0,5.0,5.0,20.0,36.33844991805756,127.43752871035021,가양교
1830004401,10.0,10.0,10.0,10.0,10.0,40.0,36.33781149409265,127.43798685558464,버블빈커피
1830004401,10.0,10.0,10.0,10.0,10.0,40.0,36.33781149409265,127.43798685558464,버블빈커피
1830004401,10.0,10.0,10.0,10.0,10.0,40.0,36.33781149409265,127.43798685558464,버블빈커피
1830004600,5.0,5.0,5.0,5.0,0.0,15.0,36.3407715258946,127.43593398047192,성남네거리
1830004700,0.0,0.0,0.0,0.0,0.0,0.0,36.34203311884489,127.49249704280813,세천교
1830004700,0.0,0.0,0.0,0.0,0.0,0.0,36.34203311884489,127.49249704280813,세천교
1830004701,0.0,0.0,0.0,0.0,0.0,0.0,36.340997432029425,127.49223963768671,세천초교앞
1830004701,0.0,0.0,0.0,0.0,0.0,0.0,36.340997432029425,127.49223963768671,세천초교앞
1830004702,0.0,0.0,0.0,0.0,0.0,0.0,36.34021824405692,127.49191004337814,세천체육공원입구
1830004702,0.0,0.0,0.0,0.0,0.0,0.0,36.34021824405692,127.49191004337814,세천체육공원입구
1830004900,0.0,0.0,0.0,0.0,0.0,0.0,36.342333181552476,127.49260213646521,세천교
1830004900,0.0,0.0,0.0,0.0,0.0,0.0,36.342333181552476,127.49260213646521,세천교
1830004901,0.0,0.0,0.0,0.0,0.0,0.0,36.34541418091338,127.49273157430038,세천7공한지공영주차장
1830004901,0.0,0.0,0.0,0.0,0.0,0.0,36.34541418091338,127.49273157430038,세천7공한지공영주차장
1830004901,0.0,0.0,0.0,0.0,0.0,0.0,36.34541418091338,127.49273157430038,세천7공한지공영주차장
1830004902,0.0,0.0,0.0,0.0,0.0,0.0,36.34313683765637,127.49286291885454,세천파출소앞
1830004902,0.0,0.0,0.0,0.0,0.0,0.0,36.34313683765637,127.49286291885454,세천파출소앞
1830004903,0.0,0.0,0.0,0.0,0.0,0.0,36.34392886874503,127.49306126287294,SK주차장앞
1830004903,0.0,0.0,0.0,0.0,0.0,0.0,36.34392886874503,127.49306126287294,SK주차장앞
1830005100,0.0,0.0,0.0,0.0,0.0,0.0,36.347266775581005,127.49718191809141,세천삼거리
1830005100,0.0,0.0,0.0,0.0,0.0,0.0,36.347266775581005,127.49718191809141,세천삼거리
1830005200,5.0,15.0,20.0,20.0,20.0,75.0,36.347514650181076,127.43207319939964,용전네거리
1830005200,5.0,15.0,20.0,20.0,20.0,75.0,36.347514650181076,127.43207319939964,용전네거리
1830005200,5.0,15.0,20.0,20.0,20.0,75.0,36.347514650181076,127.43207319939964,용전네거리
1830005201,0.0,10.0,10.0,10.0,10.0,40.0,36.34968577575521,127.43220716897423,속성변화점
1830005201,0.0,10.0,10.0,10.0,10.0,40.0,36.34968577575521,127.43220716897423,속성변화점
1830005202,5.0,5.0,5.0,5.0,5.0,20.0,36.35327211891245,127.43254894963741,속성변화점
1830005202,5.0,5.0,5.0,5.0,5.0,20.0,36.35327211891245,127.43254894963741,속성변화점
1830005600,5.0,0.0,0.0,10.0,10.0,20.0,36.358908807095524,127.43250807444129,중리네거리
1830005600,5.0,0.0,0.0,10.0,10.0,20.0,36.358908807095524,127.43250807444129,중리네거리
1830005600,5.0,0.0,0.0,10.0,10.0,20.0,36.358908807095524,127.43250807444129,중리네거리
1830005700,0.0,0.0,0.0,0.0,0.0,0.0,36.42040880687792,127.52868063755369,동구-보은군
1830005701,0.0,0.0,0.0,0.0,0.0,0.0,36.390958556863,127.53120107452463,대청호오백리길6구간
1830005701,0.0,0.0,0.0,0.0,0.0,0.0,36.390958556863,127.53120107452463,대청호오백리길6구간
1830005800,0.0,0.0,0.0,0.0,0.0,0.0,36.276784431282756,127.46623569946071,세븐일레븐대전낭월석천점
1830006000,10.0,10.0,10.0,10.0,10.0,40.0,36.27989796254536,127.46612457427332,대전바울교회
1830006000,10.0,10.0,10.0,10.0,10.0,40.0,36.27989796254536,127.46612457427332,대전바울교회
1830006100,0.0,0.0,0.0,0.0,0.0,0.0,36.287303618842394,127.45869416860049,목우촌우유비래대리점
1830006200,0.0,0.0,0.0,0.0,0.0,0.0,36.289925619044,127.46260285596148,대벌교
1830007100,5.0,0.0,5.0,5.0,0.0,10.0,36.32238455698072,127.46247832523972,푸른들어린이집
1830007100,5.0,0.0,5.0,5.0,0.0,10.0,36.32238455698072,127.46247832523972,푸른들어린이집
1830007200,0.0,0.0,0.0,0.0,0.0,0.0,36.323550681990106,127.434894949665,인창교
1830007400,5.0,10.0,10.0,10.0,10.0,40.0,36.324119931913756,127.4365775117877,인동교회
1830007600,5.0,5.0,5.0,5.0,5.0,20.0,36.32595824413225,127.43300716849954,대흥교
1830007700,0.0,0.0,0.0,0.0,0.0,0.0,36.326266463354244,127.46623116857357,용운중학교
1830007700,0.0,0.0,0.0,0.0,0.0,0.0,36.326266463354244,127.46623116857357,용운중학교
1830007700,0.0,0.0,0.0,0.0,0.0,0.0,36.326266463354244,127.46623116857357,용운중학교
1830007800,5.0,5.0,5.0,5.0,5.0,20.0,36.326283275399256,127.43390073073536,커피점토공방카페
1830007900,25.0,30.0,30.0,30.0,25.0,115.0,36.32675368218144,127.43516601246414,원동네거리
1830007900,25.0,30.0,30.0,30.0,25.0,115.0,36.32675368218144,127.43516601246414,원동네거리
1830007900,25.0,30.0,30.0,30.0,25.0,115.0,36.32675368218144,127.43516601246414,원동네거리
1830007900,25.0,30.0,30.0,30.0,25.0,115.0,36.32675368218144,127.43516601246414,원동네거리
1830008000,15.0,15.0,20.0,20.0,20.0,75.0,36.32677361909937,127.44931801267143,초록나무어린이집
1830008000,15.0,15.0,20.0,20.0,20.0,75.0,36.32677361909937,127.44931801267143,초록나무어린이집
1830008000,15.0,15.0,20.0,20.0,20.0,75.0,36.32677361909937,127.44931801267143,초록나무어린이집
1830008000,15.0,15.0,20.0,20.0,20.0,75.0,36.32677361909937,127.44931801267143,초록나무어린이집
1830008100,0.0,0.0,0.0,0.0,0.0,0.0,36.327191212292796,127.45150001232945,새록새록어린이집
1830008100,0.0,0.0,0.0,0.0,0.0,0.0,36.327191212292796,127.45150001232945,새록새록어린이집
1830008200,10.0,0.0,10.0,10.0,10.0,30.0,36.32753521321087,127.4514132935281,새록새록어린이집
1830008200,10.0,0.0,10.0,10.0,10.0,30.0,36.32753521321087,127.4514132935281,새록새록어린이집
1830008300,10.0,5.0,5.0,10.0,10.0,30.0,36.327730650409606,127.46177657452124,동대전침례교회
1830008300,10.0,5.0,5.0,10.0,10.0,30.0,36.327730650409606,127.46177657452124,동대전침례교회
1830008300,10.0,5.0,5.0,10.0,10.0,30.0,36.327730650409606,127.46177657452124,동대전침례교회
1830008300,10.0,5.0,5.0,10.0,10.0,30.0,36.327730650409606,127.46177657452124,동대전침례교회
1830008400,0.0,5.0,5.0,5.0,5.0,20.0,36.32785080697529,127.45421991841057,함께하는교회
1830008400,0.0,5.0,5.0,5.0,5.0,20.0,36.32785080697529,127.45421991841057,함께하는교회
1830008500,0.0,0.0,0.0,0.0,0.0,0.0,36.32786352482319,127.45513423139826,용운감리교회
1830008500,0.0,0.0,0.0,0.0,0.0,0.0,36.32786352482319,127.45513423139826,용운감리교회
1830008600,5.0,5.0,5.0,5.0,5.0,20.0,36.32786643203524,127.45549026292923,용운감리교회
1830008600,5.0,5.0,5.0,5.0,5.0,20.0,36.32786643203524,127.45549026292923,용운감리교회
1830008600,5.0,5.0,5.0,5.0,5.0,20.0,36.32786643203524,127.45549026292923,용운감리교회
1830008700,10.0,10.0,10.0,10.0,10.0,40.0,36.32798996310153,127.43136829379715,원동406-2
1830008700,10.0,10.0,10.0,10.0,10.0,40.0,36.32798996310153,127.43136829379715,원동406-2
1830008800,5.0,5.0,5.0,5.0,5.0,20.0,36.32809308798883,127.45920848037515,대전축산농협새용운지점
1830008800,5.0,5.0,5.0,5.0,5.0,20.0,36.32809308798883,127.45920848037515,대전축산농협새용운지점
1830008800,5.0,5.0,5.0,5.0,5.0,20.0,36.32809308798883,127.45920848037515,대전축산농협새용운지점
1830008900,10.0,10.0,10.0,10.0,10.0,40.0,36.32818518219428,127.45417479352528,동대전농협용운지점
1830008900,10.0,10.0,10.0,10.0,10.0,40.0,36.32818518219428,127.45417479352528,동대전농협용운지점
1830008900,10.0,10.0,10.0,10.0,10.0,40.0,36.32818518219428,127.45417479352528,동대전농협용운지점
1830008901,0.0,0.0,0.0,0.0,0.0,0.0,36.33182546340633,127.45568791791685,용운유치원
1830008901,0.0,0.0,0.0,0.0,0.0,0.0,36.33182546340633,127.45568791791685,용운유치원
1830008901,0.0,0.0,0.0,0.0,0.0,0.0,36.33182546340633,127.45568791791685,용운유치원
1830009000,10.0,10.0,10.0,10.0,10.0,40.0,36.32831827509137,127.43987929264263,대동성당
1830009000,10.0,10.0,10.0,10.0,10.0,40.0,36.32831827509137,127.43987929264263,대동성당
1830009100,5.0,5.0,5.0,5.0,5.0,20.0,36.32844680667858,127.43269982409146,대전농아인협회
1830009200,10.0,10.0,10.0,10.0,10.0,40.0,36.32851390014729,127.440450574228,대동교
1830009200,10.0,10.0,10.0,10.0,10.0,40.0,36.32851390014729,127.440450574228,대동교
1830009300,10.0,10.0,10.0,10.0,10.0,40.0,36.32869574398072,127.44096407561057,대동교
1830009300,10.0,10.0,10.0,10.0,10.0,40.0,36.32869574398072,127.44096407561057,대동교
1830009400,25.0,25.0,25.0,25.0,25.0,100.0,36.32888552581503,127.43393416795635,중앙시장삼거리
1830009400,25.0,25.0,25.0,25.0,25.0,100.0,36.32888552581503,127.43393416795635,중앙시장삼거리
1830009400,25.0,25.0,25.0,25.0,25.0,100.0,36.32888552581503,127.43393416795635,중앙시장삼거리
1830009500,10.0,10.0,10.0,10.0,10.0,40.0,36.33009236911021,127.42966223081324,목척교
1830009500,10.0,10.0,10.0,10.0,10.0,40.0,36.33009236911021,127.42966223081324,목척교
1830009600,0.0,0.0,0.0,0.0,0.0,0.0,36.330529337893466,127.46334948065727,청운빌딩
1830009600,0.0,0.0,0.0,0.0,0.0,0.0,36.330529337893466,127.46334948065727,청운빌딩
1830009700,5.0,5.0,5.0,0.0,0.0,10.0,36.33074236949094,127.43143269987505,NH농협은행대전지점
1830009800,0.0,0.0,0.0,0.0,0.0,0.0,36.33103486952317,127.46108132436844,용운119안전센터
1830009800,0.0,0.0,0.0,0.0,0.0,0.0,36.33103486952317,127.46108132436844,용운119안전센터
1830009800,0.0,0.0,0.0,0.0,0.0,0.0,36.33103486952317,127.46108132436844,용운119안전센터
1830009900,25.0,30.0,35.0,35.0,35.0,135.0,36.3311869008418,127.4326313557152,대전역네거리
1830009900,25.0,30.0,35.0,35.0,35.0,135.0,36.3311869008418,127.4326313557152,대전역네거리
1830009900,25.0,30.0,35.0,35.0,35.0,135.0,36.3311869008418,127.4326313557152,대전역네거리
1830009900,25.0,30.0,35.0,35.0,35.0,135.0,36.3311869008418,127.4326313557152,대전역네거리
1830010000,0.0,0.0,0.0,0.0,0.0,0.0,36.332015712667605,127.46449191890156,열방비전교회
1830010000,0.0,0.0,0.0,0.0,0.0,0.0,36.332015712667605,127.46449191890156,열방비전교회
1830010200,0.0,0.0,0.0,0.0,0.0,0.0,36.33275411905222,127.46208757426314,쏘카존대전대학교
1830010300,10.0,10.0,10.0,10.0,10.0,40.0,36.33310811935888,127.42598676237944,선화교
1830010300,10.0,10.0,10.0,10.0,10.0,40.0,36.33310811935888,127.42598676237944,선화교
1830010300,10.0,10.0,10.0,10.0,10.0,40.0,36.33310811935888,127.42598676237944,선화교
1830010400,10.0,10.0,10.0,5.0,10.0,35.0,36.33321336908591,127.43766826210562,대전역지하차도
1830010400,10.0,10.0,10.0,5.0,10.0,35.0,36.33321336908591,127.43766826210562,대전역지하차도
1830010500,10.0,10.0,10.0,5.0,10.0,35.0,36.33341080693046,127.43880441899029,동서교
1830010500,10.0,10.0,10.0,5.0,10.0,35.0,36.33341080693046,127.43880441899029,동서교
1830010600,0.0,0.0,0.0,0.0,0.0,0.0,36.33354099427794,127.46357782505864,속성변화점
1830010600,0.0,0.0,0.0,0.0,0.0,0.0,36.33354099427794,127.46357782505864,속성변화점
1830010800,10.0,10.0,10.0,10.0,10.0,40.0,36.333854931474725,127.44570941889057,고구려사주&차
1830010800,10.0,10.0,10.0,10.0,10.0,40.0,36.333854931474725,127.44570941889057,고구려사주&차
1830010900,15.0,10.0,10.0,15.0,15.0,50.0,36.33442486919071,127.42853979402365,청소년유해환경감시단신고센터
1830010900,15.0,10.0,10.0,15.0,15.0,50.0,36.33442486919071,127.42853979402365,청소년유해환경감시단신고센터
1830010900,15.0,10.0,10.0,15.0,15.0,50.0,36.33442486919071,127.42853979402365,청소년유해환경감시단신고센터
1830011000,0.0,0.0,0.0,0.0,0.0,0.0,36.325978758830274,127.47323880065987,대전신학교앞
1830011000,0.0,0.0,0.0,0.0,0.0,0.0,36.325978758830274,127.47323880065987,대전신학교앞
1830011300,15.0,10.0,10.0,10.0,10.0,40.0,36.33550118172862,127.42380407400364,삼선교
1830011300,15.0,10.0,10.0,10.0,10.0,40.0,36.33550118172862,127.42380407400364,삼선교
1830011300,15.0,10.0,10.0,10.0,10.0,40.0,36.33550118172862,127.42380407400364,삼선교
1830011400,25.0,25.0,25.0,25.0,25.0,100.0,36.33577721249971,127.43064741829588,대전시노숙인상담센터
1830011400,25.0,25.0,25.0,25.0,25.0,100.0,36.33577721249971,127.43064741829588,대전시노숙인상담센터
1830011400,25.0,25.0,25.0,25.0,25.0,100.0,36.33577721249971,127.43064741829588,대전시노숙인상담센터
1830011500,5.0,10.0,5.0,10.0,10.0,35.0,36.33642705658952,127.44726954342241,프랑세즈사주카페
1830011500,5.0,10.0,5.0,10.0,10.0,35.0,36.33642705658952,127.44726954342241,프랑세즈사주카페
1830011600,5.0,5.0,10.0,15.0,15.0,45.0,36.33649840095304,127.42608063744505,한밭중네거리
1830011600,5.0,5.0,10.0,15.0,15.0,45.0,36.33649840095304,127.42608063744505,한밭중네거리
1830011600,5.0,5.0,10.0,15.0,15.0,45.0,36.33649840095304,127.42608063744505,한밭중네거리
1830011600,5.0,5.0,10.0,15.0,15.0,45.0,36.33649840095304,127.42608063744505,한밭중네거리
1830011800,5.0,5.0,10.0,10.0,10.0,35.0,36.33726749479028,127.42518207565972,북부교
1830011800,5.0,5.0,10.0,10.0,10.0,35.0,36.33726749479028,127.42518207565972,북부교
1830012000,5.0,5.0,10.0,10.0,10.0,35.0,36.33760358868499,127.42478582512224,북부교
1830012000,5.0,5.0,10.0,10.0,10.0,35.0,36.33760358868499,127.42478582512224,북부교
1830012200,20.0,20.0,20.0,20.0,15.0,75.0,36.338083931419675,127.4296545741091,삼성네거리
1830012200,20.0,20.0,20.0,20.0,15.0,75.0,36.338083931419675,127.4296545741091,삼성네거리
1830012400,10.0,5.0,5.0,5.0,5.0,20.0,36.33875168199483,127.43141576221622,지하차도
1830012500,5.0,5.0,5.0,5.0,0.0,15.0,36.33906677569743,127.41914410631205,현암교
1830012500,5.0,5.0,5.0,5.0,0.0,15.0,36.33906677569743,127.41914410631205,현암교
1830012600,5.0,5.0,5.0,5.0,5.0,20.0,36.339382650273365,127.41954245046401,속성변화점
1830012800,10.0,10.0,5.0,15.0,10.0,40.0,36.3396183693429,127.43379094981829,그린빌라
1830012800,10.0,10.0,5.0,15.0,10.0,40.0,36.3396183693429,127.43379094981829,그린빌라
1830012900,10.0,10.0,5.0,10.0,5.0,30.0,36.33997068157485,127.43449529264026,성남교
1830012900,10.0,10.0,5.0,10.0,5.0,30.0,36.33997068157485,127.43449529264026,성남교
1830013000,5.0,5.0,5.0,5.0,5.0,20.0,36.34000930638656,127.44281754322051,세븐일레븐대전가양원룸점
1830013100,10.0,10.0,5.0,10.0,5.0,30.0,36.340069838055676,127.4346934813648,성남교
1830013100,10.0,10.0,5.0,10.0,5.0,30.0,36.340069838055676,127.4346934813648,성남교
1830013200,5.0,10.0,5.0,10.0,5.0,30.0,36.34061368106989,127.42619754419088,삼성동458
1830013200,5.0,10.0,5.0,10.0,5.0,30.0,36.34061368106989,127.42619754419088,삼성동458
